log_index,timestamp,days_ago,extra_var,description,file_time
3346,2026-05-20 13:58:08,127.0,7.0,[Setup] Complete,2026-05-20 13:58:05
3326,2026-05-20 13:58:08,127.0,7.0,[Setup] Complete,2026-05-20 13:58:05
3350,2026-05-20 13:58:08,127.0,7.0,[Setup] Complete,2026-05-20 13:58:05
3380,2026-05-20 13:58:08,127.0,50.0,[Logs] Incomplete Event Log,2026-05-20 13:58:05
3378,2026-05-20 13:58:08,127.0,7.0,[Setup] Complete,2026-05-20 13:58:05
3375,2026-05-20 13:58:08,127.0,7.0,[Setup] Complete,2026-05-20 13:58:05
3372,2026-05-20 13:58:08,127.0,7.0,[Setup] Complete,2026-05-20 13:58:05
3357,2026-05-20 13:58:08,127.0,7.0,[Setup] Complete,2026-05-20 13:58:05
3366,2026-05-20 13:58:08,127.0,7.0,[Setup] Complete,2026-05-20 13:58:05
3363,2026-05-20 13:58:08,127.0,7.0,[Setup] Complete,2026-05-20 13:58:05
3360,2026-05-20 13:58:08,127.0,7.0,[Setup] Complete,2026-05-20 13:58:05
3354,2026-05-20 13:58:08,127.0,7.0,[Setup] Complete,2026-05-20 13:58:05
3369,2026-05-20 13:58:08,127.0,7.0,[Setup] Complete,2026-05-20 13:58:05
3389,2026-05-20 18:20:00,127.0,7.0,[Setup] Complete,2026-05-20 18:19:58
3404,2026-05-20 18:20:00,127.0,50.0,[Logs] Incomplete Event Log,2026-05-20 18:19:58
3402,2026-05-20 18:20:00,127.0,7.0,[Setup] Complete,2026-05-20 18:19:58
3399,2026-05-20 18:20:00,127.0,50.0,[Logs] Incomplete Event Log,2026-05-20 18:19:58
3397,2026-05-20 18:20:00,127.0,7.0,[Setup] Complete,2026-05-20 18:19:58
3393,2026-05-20 18:20:00,127.0,14.0,[Battery] Error Battery Gauge,2026-05-20 18:19:58
3394,2026-05-20 18:20:00,127.0,7.0,[Setup] Complete,2026-05-20 18:19:58
3391,2026-05-20 18:20:00,127.0,50.0,[Logs] Incomplete Event Log,2026-05-20 18:19:58
3396,2026-05-20 18:20:00,127.0,14.0,[Battery] Error Battery Gauge,2026-05-20 18:19:58
3411,2026-05-20 18:24:27,127.0,7.0,[Setup] Complete,2026-05-20 18:38:59
3414,2026-05-20 18:31:41,127.0,7.0,[Setup] Complete,2026-05-20 18:38:59
3417,2026-05-20 18:31:49,127.0,7.0,[Setup] Complete,2026-05-20 18:38:59
3420,2026-05-20 18:32:20,127.0,7.0,[Setup] Complete,2026-05-20 18:38:59
3425,2026-05-20 18:39:02,127.0,7.0,[Setup] Complete,2026-05-20 18:38:59
3427,2026-05-20 18:39:02,127.0,50.0,[Logs] Incomplete Event Log,2026-05-20 18:38:59
3436,2026-05-20 18:46:42,127.0,7.0,[Setup] Complete,2026-05-20 18:46:39
3438,2026-05-20 18:46:42,127.0,50.0,[Logs] Incomplete Event Log,2026-05-20 18:46:39
3449,2026-05-20 19:01:14,127.0,50.0,[Logs] Incomplete Event Log,2026-05-20 19:05:11
3460,2026-05-20 19:18:14,127.0,7.0,[Setup] Complete,2026-05-20 19:18:11
3462,2026-05-20 19:18:14,127.0,50.0,[Logs] Incomplete Event Log,2026-05-20 19:18:11
186,2026-05-21 06:38:40,126.0,7.0,[Setup] Complete,2026-05-21 07:05:26
189,2026-05-21 06:41:59,126.0,7.0,[Setup] Complete,2026-05-21 07:05:26
190,2026-05-21 06:43:00,126.0,20.0,[Battery] Low Power Mode Activated,2026-05-21 07:05:26
197,2026-05-21 07:01:29,126.0,50.0,[Logs] Incomplete Event Log,2026-05-21 07:05:26
228,2026-05-21 08:04:07,126.0,7.0,[Setup] Complete,2026-05-21 08:35:06
231,2026-05-21 08:04:39,126.0,7.0,[Setup] Complete,2026-05-21 08:35:06
232,2026-05-21 08:05:39,126.0,20.0,[Battery] Low Power Mode Activated,2026-05-21 08:35:06
241,2026-05-21 08:31:09,126.0,50.0,[Logs] Incomplete Event Log,2026-05-21 08:35:06
253,2026-05-21 08:49:20,126.0,7.0,[Setup] Complete,2026-05-21 09:04:46
254,2026-05-21 08:50:20,126.0,20.0,[Battery] Low Power Mode Activated,2026-05-21 09:04:46
274,2026-05-21 09:25:23,126.0,50.0,[Logs] Incomplete Event Log,2026-05-21 09:25:20
272,2026-05-21 09:25:23,126.0,7.0,[Setup] Complete,2026-05-21 09:25:20
281,2026-05-21 09:29:21,126.0,7.0,[Setup] Complete,2026-05-21 10:05:08
287,2026-05-21 09:32:42,126.0,7.0,[Setup] Complete,2026-05-21 10:05:08
296,2026-05-21 10:01:12,126.0,50.0,[Logs] Incomplete Event Log,2026-05-21 10:05:08
401,2026-05-21 16:42:29,126.0,7.0,[Setup] Complete,2026-05-21 16:42:26
392,2026-05-21 16:42:29,126.0,7.0,[Setup] Complete,2026-05-21 16:42:26
398,2026-05-21 16:42:29,126.0,7.0,[Setup] Complete,2026-05-21 16:42:26
415,2026-05-21 16:42:29,126.0,50.0,[Logs] Incomplete Event Log,2026-05-21 16:42:26
395,2026-05-21 16:42:29,126.0,7.0,[Setup] Complete,2026-05-21 16:42:26
407,2026-05-21 16:42:29,126.0,7.0,[Setup] Complete,2026-05-21 16:42:26
410,2026-05-21 16:42:29,126.0,7.0,[Setup] Complete,2026-05-21 16:42:26
413,2026-05-21 16:42:29,126.0,7.0,[Setup] Complete,2026-05-21 16:42:26
404,2026-05-21 16:42:29,126.0,7.0,[Setup] Complete,2026-05-21 16:42:26
9,2026-08-12 16:36:16,43.0,14.0,[Battery] Error Battery Gauge,2026-08-12 16:03:46
13,2026-08-12 16:36:16,43.0,7.0,[Setup] Complete,2026-08-12 16:03:46
1,2026-08-12 16:36:16,43.0,14.0,[Battery] Error Battery Gauge,2026-08-12 16:03:46
2,2026-08-12 16:36:16,43.0,7.0,[Setup] Complete,2026-08-12 16:03:46
5,2026-08-12 16:36:16,43.0,7.0,[Setup] Complete,2026-08-12 16:03:46
7,2026-08-12 16:36:16,43.0,50.0,[Logs] Incomplete Event Log,2026-08-12 16:03:46
10,2026-08-12 16:36:16,43.0,7.0,[Setup] Complete,2026-08-12 16:03:46
32,2026-08-12 16:36:16,43.0,50.0,[Logs] Incomplete Event Log,2026-08-12 16:14:46
15,2026-08-12 16:36:16,43.0,50.0,[Logs] Incomplete Event Log,2026-08-12 16:03:46
18,2026-08-12 16:36:16,43.0,7.0,[Setup] Complete,2026-08-12 16:03:46
20,2026-08-12 16:36:16,43.0,50.0,[Logs] Incomplete Event Log,2026-08-12 16:03:46
38,2026-08-12 16:36:16,43.0,50.0,[Logs] Incomplete Event Log,2026-08-12 16:25:46
44,2026-08-12 16:36:16,43.0,50.0,[Logs] Incomplete Event Log,2026-08-12 16:36:13
26,2026-08-12 16:36:16,43.0,50.0,[Logs] Incomplete Event Log,2026-08-12 16:03:46
53,2026-08-12 16:46:41,43.0,50.0,[Logs] Incomplete Event Log,2026-08-12 16:46:38
51,2026-08-12 16:46:41,43.0,7.0,[Setup] Complete,2026-08-12 16:46:38
120,2026-08-12 21:43:12,43.0,50.0,[Logs] Incomplete Event Log,2026-08-12 21:47:40
18,2026-08-13 15:16:19,42.0,50.0,[Logs] Incomplete Event Log,2026-08-13 15:16:16
12,2026-08-13 15:16:19,42.0,50.0,[Logs] Incomplete Event Log,2026-08-13 15:05:50
4,2026-08-13 15:16:19,42.0,7.0,[Setup] Complete,2026-08-13 14:54:50
6,2026-08-13 15:16:19,42.0,50.0,[Logs] Incomplete Event Log,2026-08-13 14:54:50
53,2026-08-13 17:36:50,42.0,50.0,[Logs] Incomplete Event Log,2026-08-13 17:41:18
182,2026-08-13 22:27:50,42.0,50.0,[Logs] Incomplete Event Log,2026-08-14 03:23:18
666,2026-08-14 18:20:29,41.0,50.0,[Logs] Incomplete Event Log,2026-08-15 17:40:17
978,2026-08-16 12:18:47,39.0,50.0,[Logs] Incomplete Event Log,2026-08-16 17:25:16
0,2026-09-17 11:12:00,6.0,51.0,[Logs] Missed HTS Scan,2026-09-24 06:15:24
0,2026-09-17 17:49:00,6.0,52.0,[Logs] Missed LTS Scan,2026-09-24 06:15:24
0,2026-09-18 00:38:00,6.0,51.0,[Logs] Missed HTS Scan,2026-09-24 06:15:24
0,2026-09-18 06:24:00,5.0,52.0,[Logs] Missed LTS Scan,2026-09-24 06:15:24
0,2026-09-18 11:25:00,5.0,51.0,[Logs] Missed HTS Scan,2026-09-24 06:15:24
0,2026-09-18 18:28:00,5.0,52.0,[Logs] Missed LTS Scan,2026-09-24 06:15:24
0,2026-09-19 01:39:00,5.0,51.0,[Logs] Missed HTS Scan,2026-09-24 06:15:24
0,2026-09-19 07:19:00,4.0,52.0,[Logs] Missed LTS Scan,2026-09-24 06:15:24
0,2026-09-19 11:33:00,4.0,51.0,[Logs] Missed HTS Scan,2026-09-24 06:15:24
0,2026-09-19 19:21:00,4.0,52.0,[Logs] Missed LTS Scan,2026-09-24 06:15:24
0,2026-09-20 03:16:00,4.0,51.0,[Logs] Missed HTS Scan,2026-09-24 06:15:24
0,2026-09-20 09:17:00,3.0,52.0,[Logs] Missed LTS Scan,2026-09-24 06:15:24
0,2026-09-20 11:12:00,3.0,51.0,[Logs] Missed HTS Scan,2026-09-24 06:15:24
0,2026-09-20 20:51:00,3.0,52.0,[Logs] Missed LTS Scan,2026-09-24 06:15:24
0,2026-09-21 04:50:00,3.0,51.0,[Logs] Missed HTS Scan,2026-09-24 06:15:24
0,2026-09-21 13:02:00,2.0,52.0,[Logs] Missed LTS Scan,2026-09-24 06:15:24
0,2026-09-21 16:51:00,2.0,51.0,[Logs] Missed HTS Scan,2026-09-24 06:15:24
0,2026-09-21 22:47:00,2.0,52.0,[Logs] Missed LTS Scan,2026-09-24 06:15:24
0,2026-09-22 05:51:00,2.0,51.0,[Logs] Missed HTS Scan,2026-09-24 06:15:24
0,2026-09-22 13:01:00,1.0,52.0,[Logs] Missed LTS Scan,2026-09-24 06:15:24
0,2026-09-22 18:05:00,1.0,51.0,[Logs] Missed HTS Scan,2026-09-24 06:15:24
0,2026-09-23 00:00:00,1.0,52.0,[Logs] Missed LTS Scan,2026-09-24 06:15:24
0,2026-09-23 06:34:00,0.0,51.0,[Logs] Missed HTS Scan,2026-09-24 06:15:24
0,2026-09-23 13:19:00,0.0,52.0,[Logs] Missed LTS Scan,2026-09-24 06:15:24
0,2026-09-23 18:56:00,0.0,51.0,[Logs] Missed HTS Scan,2026-09-24 06:15:24
0,2026-09-24 00:49:00,0.0,52.0,[Logs] Missed LTS Scan,2026-09-24 06:15:24
