datetime,AllEventTimeAdjustmentSec,Event0TimeAdjustmentSec,Event1TimeAdjustmentSec,Event0WaitTime,Event1WaitTime,Event2WaitTime,BatteryLimitStop,BatteryLimitStart,BatteryLimitSwitch
2026-06-02 15:59:36,0.0,0.0,0.0,0.16666666666666666,3.6666666666666665,0.16666666666666666,20.0,40.0,1.0
2026-06-02 19:19:37,0.0,0.0,0.0,0.16666666666666666,3.6666666666666665,0.16666666666666666,20.0,40.0,1.0
2026-06-03 03:52:37,0.0,0.0,0.0,0.16666666666666666,3.6666666666666665,0.16666666666666666,20.0,40.0,1.0
2026-06-03 07:57:37,0.0,0.0,0.0,0.16666666666666666,3.6666666666666665,0.16666666666666666,20.0,40.0,1.0
2026-06-03 16:26:36,0.0,0.0,0.0,0.16666666666666666,3.6666666666666665,0.16666666666666666,20.0,40.0,1.0
2026-06-03 19:43:37,0.0,0.0,0.0,0.16666666666666666,3.6666666666666665,0.16666666666666666,20.0,40.0,1.0
2026-06-04 04:21:37,0.0,0.0,0.0,0.16666666666666666,3.6666666666666665,0.16666666666666666,20.0,40.0,1.0
2026-06-04 08:25:37,0.0,0.0,0.0,0.16666666666666666,3.6666666666666665,0.16666666666666666,20.0,40.0,1.0
2026-06-04 16:56:37,0.0,0.0,0.0,0.16666666666666666,3.6666666666666665,0.16666666666666666,20.0,40.0,1.0
2026-06-04 20:07:38,0.0,0.0,0.0,0.16666666666666666,3.6666666666666665,0.16666666666666666,20.0,40.0,1.0
2026-06-05 04:54:37,0.0,0.0,0.0,0.16666666666666666,3.6666666666666665,0.16666666666666666,20.0,40.0,1.0
2026-06-05 08:56:36,0.0,0.0,0.0,0.16666666666666666,3.6666666666666665,0.16666666666666666,20.0,40.0,1.0
2026-06-05 17:30:37,0.0,0.0,0.0,0.16666666666666666,3.6666666666666665,0.16666666666666666,20.0,40.0,1.0
2026-06-05 20:35:38,0.0,0.0,0.0,0.16666666666666666,3.6666666666666665,0.16666666666666666,20.0,40.0,1.0
2026-06-06 05:30:38,0.0,0.0,0.0,0.16666666666666666,3.6666666666666665,0.16666666666666666,20.0,40.0,1.0
2026-06-06 09:30:37,0.0,0.0,0.0,0.16666666666666666,3.6666666666666665,0.16666666666666666,20.0,40.0,1.0
2026-06-06 18:10:37,0.0,0.0,0.0,0.16666666666666666,3.6666666666666665,0.16666666666666666,20.0,40.0,1.0
2026-06-06 21:11:37,0.0,0.0,0.0,0.16666666666666666,3.6666666666666665,0.16666666666666666,20.0,40.0,1.0
2026-06-07 06:13:37,0.0,0.0,0.0,0.16666666666666666,3.6666666666666665,0.16666666666666666,20.0,40.0,1.0
2026-06-07 10:10:37,0.0,0.0,0.0,0.16666666666666666,3.6666666666666665,0.16666666666666666,20.0,40.0,1.0
2026-06-07 18:59:37,0.0,0.0,0.0,0.16666666666666666,3.6666666666666665,0.16666666666666666,20.0,40.0,1.0
2026-06-07 22:10:37,0.0,0.0,0.0,0.16666666666666666,3.6666666666666665,0.16666666666666666,20.0,40.0,1.0
