log_index,timestamp,days_ago,extra_var,description,file_time
2,2026-05-01 16:52:49,127.0,14.0,[Battery] Error Battery Gauge,2026-05-13 02:21:00
3,2026-05-01 16:52:49,127.0,7.0,[Setup] Complete,2026-05-13 02:21:00
7,2026-05-01 16:52:49,127.0,14.0,[Battery] Error Battery Gauge,2026-05-13 02:21:00
8,2026-05-01 16:52:49,127.0,7.0,[Setup] Complete,2026-05-13 02:21:00
11,2026-05-01 16:52:49,127.0,7.0,[Setup] Complete,2026-05-13 02:21:00
14,2026-05-01 16:52:49,127.0,7.0,[Setup] Complete,2026-05-13 02:21:00
17,2026-05-01 16:52:49,127.0,7.0,[Setup] Complete,2026-05-13 02:21:00
19,2026-05-01 16:52:49,127.0,50.0,[Logs] Incomplete Event Log,2026-05-13 02:21:00
30,2026-05-01 17:27:21,127.0,50.0,[Logs] Incomplete Event Log,2026-05-13 02:21:00
3320,2026-05-20 13:38:56,108.0,7.0,[Setup] Complete,2026-05-20 13:58:05
3323,2026-05-20 13:54:13,108.0,7.0,[Setup] Complete,2026-05-20 13:58:05
3349,2026-05-20 13:58:08,108.0,14.0,[Battery] Error Battery Gauge,2026-05-20 13:58:05
3329,2026-05-20 13:58:08,108.0,7.0,[Setup] Complete,2026-05-20 13:58:05
3332,2026-05-20 13:58:08,108.0,7.0,[Setup] Complete,2026-05-20 13:58:05
3335,2026-05-20 13:58:08,108.0,7.0,[Setup] Complete,2026-05-20 13:58:05
3338,2026-05-20 13:58:08,108.0,14.0,[Battery] Error Battery Gauge,2026-05-20 13:58:05
3339,2026-05-20 13:58:08,108.0,7.0,[Setup] Complete,2026-05-20 13:58:05
3342,2026-05-20 13:58:08,108.0,14.0,[Battery] Error Battery Gauge,2026-05-20 13:58:05
3343,2026-05-20 13:58:08,108.0,7.0,[Setup] Complete,2026-05-20 13:58:05
3345,2026-05-20 13:58:08,108.0,14.0,[Battery] Error Battery Gauge,2026-05-20 13:58:05
3346,2026-05-20 13:58:08,108.0,7.0,[Setup] Complete,2026-05-20 13:58:05
3326,2026-05-20 13:58:08,108.0,7.0,[Setup] Complete,2026-05-20 13:58:05
3350,2026-05-20 13:58:08,108.0,7.0,[Setup] Complete,2026-05-20 13:58:05
3380,2026-05-20 13:58:08,108.0,50.0,[Logs] Incomplete Event Log,2026-05-20 13:58:05
3378,2026-05-20 13:58:08,108.0,7.0,[Setup] Complete,2026-05-20 13:58:05
3375,2026-05-20 13:58:08,108.0,7.0,[Setup] Complete,2026-05-20 13:58:05
3372,2026-05-20 13:58:08,108.0,7.0,[Setup] Complete,2026-05-20 13:58:05
3357,2026-05-20 13:58:08,108.0,7.0,[Setup] Complete,2026-05-20 13:58:05
3366,2026-05-20 13:58:08,108.0,7.0,[Setup] Complete,2026-05-20 13:58:05
3363,2026-05-20 13:58:08,108.0,7.0,[Setup] Complete,2026-05-20 13:58:05
3360,2026-05-20 13:58:08,108.0,7.0,[Setup] Complete,2026-05-20 13:58:05
3354,2026-05-20 13:58:08,108.0,7.0,[Setup] Complete,2026-05-20 13:58:05
3369,2026-05-20 13:58:08,108.0,7.0,[Setup] Complete,2026-05-20 13:58:05
3389,2026-05-20 18:20:00,108.0,7.0,[Setup] Complete,2026-05-20 18:19:58
3404,2026-05-20 18:20:00,108.0,50.0,[Logs] Incomplete Event Log,2026-05-20 18:19:58
3402,2026-05-20 18:20:00,108.0,7.0,[Setup] Complete,2026-05-20 18:19:58
3399,2026-05-20 18:20:00,108.0,50.0,[Logs] Incomplete Event Log,2026-05-20 18:19:58
3397,2026-05-20 18:20:00,108.0,7.0,[Setup] Complete,2026-05-20 18:19:58
3393,2026-05-20 18:20:00,108.0,14.0,[Battery] Error Battery Gauge,2026-05-20 18:19:58
3394,2026-05-20 18:20:00,108.0,7.0,[Setup] Complete,2026-05-20 18:19:58
3391,2026-05-20 18:20:00,108.0,50.0,[Logs] Incomplete Event Log,2026-05-20 18:19:58
3396,2026-05-20 18:20:00,108.0,14.0,[Battery] Error Battery Gauge,2026-05-20 18:19:58
3411,2026-05-20 18:24:27,108.0,7.0,[Setup] Complete,2026-05-20 18:38:59
3414,2026-05-20 18:31:41,108.0,7.0,[Setup] Complete,2026-05-20 18:38:59
3417,2026-05-20 18:31:49,108.0,7.0,[Setup] Complete,2026-05-20 18:38:59
3420,2026-05-20 18:32:20,108.0,7.0,[Setup] Complete,2026-05-20 18:38:59
