log_index,timestamp,days_ago,extra_var,description,file_time
3425,2026-05-20 18:39:02,108.0,7.0,[Setup] Complete,2026-05-20 18:38:59
3427,2026-05-20 18:39:02,108.0,50.0,[Logs] Incomplete Event Log,2026-05-20 18:38:59
3436,2026-05-20 18:46:42,108.0,7.0,[Setup] Complete,2026-05-20 18:46:39
3438,2026-05-20 18:46:42,108.0,50.0,[Logs] Incomplete Event Log,2026-05-20 18:46:39
3449,2026-05-20 19:01:14,108.0,50.0,[Logs] Incomplete Event Log,2026-05-20 19:05:11
3462,2026-05-20 19:18:14,108.0,50.0,[Logs] Incomplete Event Log,2026-05-20 19:18:11
3460,2026-05-20 19:18:14,108.0,7.0,[Setup] Complete,2026-05-20 19:18:11
186,2026-05-21 06:38:40,107.0,7.0,[Setup] Complete,2026-05-21 07:05:26
189,2026-05-21 06:41:59,107.0,7.0,[Setup] Complete,2026-05-21 07:05:26
190,2026-05-21 06:43:00,107.0,20.0,[Battery] Low Power Mode Activated,2026-05-21 07:05:26
197,2026-05-21 07:01:29,107.0,50.0,[Logs] Incomplete Event Log,2026-05-21 07:05:26
228,2026-05-21 08:04:07,107.0,7.0,[Setup] Complete,2026-05-21 08:35:06
231,2026-05-21 08:04:39,107.0,7.0,[Setup] Complete,2026-05-21 08:35:06
232,2026-05-21 08:05:39,107.0,20.0,[Battery] Low Power Mode Activated,2026-05-21 08:35:06
241,2026-05-21 08:31:09,107.0,50.0,[Logs] Incomplete Event Log,2026-05-21 08:35:06
253,2026-05-21 08:49:20,107.0,7.0,[Setup] Complete,2026-05-21 09:04:46
254,2026-05-21 08:50:20,107.0,20.0,[Battery] Low Power Mode Activated,2026-05-21 09:04:46
274,2026-05-21 09:25:23,107.0,50.0,[Logs] Incomplete Event Log,2026-05-21 09:25:20
272,2026-05-21 09:25:23,107.0,7.0,[Setup] Complete,2026-05-21 09:25:20
281,2026-05-21 09:29:21,107.0,7.0,[Setup] Complete,2026-05-21 10:05:08
287,2026-05-21 09:32:42,107.0,7.0,[Setup] Complete,2026-05-21 10:05:08
296,2026-05-21 10:01:12,107.0,50.0,[Logs] Incomplete Event Log,2026-05-21 10:05:08
401,2026-05-21 16:42:29,107.0,7.0,[Setup] Complete,2026-05-21 16:42:26
392,2026-05-21 16:42:29,107.0,7.0,[Setup] Complete,2026-05-21 16:42:26
395,2026-05-21 16:42:29,107.0,7.0,[Setup] Complete,2026-05-21 16:42:26
415,2026-05-21 16:42:29,107.0,50.0,[Logs] Incomplete Event Log,2026-05-21 16:42:26
398,2026-05-21 16:42:29,107.0,7.0,[Setup] Complete,2026-05-21 16:42:26
407,2026-05-21 16:42:29,107.0,7.0,[Setup] Complete,2026-05-21 16:42:26
410,2026-05-21 16:42:29,107.0,7.0,[Setup] Complete,2026-05-21 16:42:26
413,2026-05-21 16:42:29,107.0,7.0,[Setup] Complete,2026-05-21 16:42:26
404,2026-05-21 16:42:29,107.0,7.0,[Setup] Complete,2026-05-21 16:42:26
9,2026-08-12 16:36:16,24.0,14.0,[Battery] Error Battery Gauge,2026-08-12 16:03:46
13,2026-08-12 16:36:16,24.0,7.0,[Setup] Complete,2026-08-12 16:03:46
1,2026-08-12 16:36:16,24.0,14.0,[Battery] Error Battery Gauge,2026-08-12 16:03:46
2,2026-08-12 16:36:16,24.0,7.0,[Setup] Complete,2026-08-12 16:03:46
5,2026-08-12 16:36:16,24.0,7.0,[Setup] Complete,2026-08-12 16:03:46
7,2026-08-12 16:36:16,24.0,50.0,[Logs] Incomplete Event Log,2026-08-12 16:03:46
10,2026-08-12 16:36:16,24.0,7.0,[Setup] Complete,2026-08-12 16:03:46
32,2026-08-12 16:36:16,24.0,50.0,[Logs] Incomplete Event Log,2026-08-12 16:14:46
15,2026-08-12 16:36:16,24.0,50.0,[Logs] Incomplete Event Log,2026-08-12 16:03:46
18,2026-08-12 16:36:16,24.0,7.0,[Setup] Complete,2026-08-12 16:03:46
20,2026-08-12 16:36:16,24.0,50.0,[Logs] Incomplete Event Log,2026-08-12 16:03:46
38,2026-08-12 16:36:16,24.0,50.0,[Logs] Incomplete Event Log,2026-08-12 16:25:46
44,2026-08-12 16:36:16,24.0,50.0,[Logs] Incomplete Event Log,2026-08-12 16:36:13
26,2026-08-12 16:36:16,24.0,50.0,[Logs] Incomplete Event Log,2026-08-12 16:03:46
53,2026-08-12 16:46:41,24.0,50.0,[Logs] Incomplete Event Log,2026-08-12 16:46:38
51,2026-08-12 16:46:41,24.0,7.0,[Setup] Complete,2026-08-12 16:46:38
120,2026-08-12 21:43:12,24.0,50.0,[Logs] Incomplete Event Log,2026-08-12 21:47:40
18,2026-08-13 15:16:19,23.0,50.0,[Logs] Incomplete Event Log,2026-08-13 15:16:16
12,2026-08-13 15:16:19,23.0,50.0,[Logs] Incomplete Event Log,2026-08-13 15:05:50
4,2026-08-13 15:16:19,23.0,7.0,[Setup] Complete,2026-08-13 14:54:50
6,2026-08-13 15:16:19,23.0,50.0,[Logs] Incomplete Event Log,2026-08-13 14:54:50
53,2026-08-13 17:36:50,23.0,50.0,[Logs] Incomplete Event Log,2026-08-13 17:41:18
182,2026-08-13 22:27:50,23.0,50.0,[Logs] Incomplete Event Log,2026-08-14 03:23:18
666,2026-08-14 18:20:29,22.0,50.0,[Logs] Incomplete Event Log,2026-08-15 17:40:17
978,2026-08-16 12:18:47,20.0,50.0,[Logs] Incomplete Event Log,2026-08-16 17:25:16
0,2026-08-29 02:55:00,6.0,52.0,[Logs] Missed LTS Scan,2026-09-05 00:00:25
0,2026-08-29 09:11:00,6.0,51.0,[Logs] Missed HTS Scan,2026-09-05 00:00:25
0,2026-08-29 15:23:00,6.0,52.0,[Logs] Missed LTS Scan,2026-09-05 00:00:25
0,2026-08-29 21:36:00,6.0,51.0,[Logs] Missed HTS Scan,2026-09-05 00:00:25
0,2026-08-30 03:31:00,5.0,52.0,[Logs] Missed LTS Scan,2026-09-05 00:00:25
0,2026-08-30 09:39:00,5.0,51.0,[Logs] Missed HTS Scan,2026-09-05 00:00:25
0,2026-08-30 15:52:00,5.0,52.0,[Logs] Missed LTS Scan,2026-09-05 00:00:25
0,2026-08-30 22:13:00,5.0,51.0,[Logs] Missed HTS Scan,2026-09-05 00:00:25
0,2026-08-31 04:08:00,4.0,52.0,[Logs] Missed LTS Scan,2026-09-05 00:00:25
0,2026-08-31 10:06:00,4.0,51.0,[Logs] Missed HTS Scan,2026-09-05 00:00:25
0,2026-08-31 16:23:00,4.0,52.0,[Logs] Missed LTS Scan,2026-09-05 00:00:25
0,2026-08-31 22:53:00,4.0,51.0,[Logs] Missed HTS Scan,2026-09-05 00:00:25
0,2026-09-01 04:47:00,3.0,52.0,[Logs] Missed LTS Scan,2026-09-05 00:00:25
0,2026-09-01 10:32:00,3.0,51.0,[Logs] Missed HTS Scan,2026-09-05 00:00:25
0,2026-09-01 16:57:00,3.0,52.0,[Logs] Missed LTS Scan,2026-09-05 00:00:25
0,2026-09-01 23:38:00,3.0,51.0,[Logs] Missed HTS Scan,2026-09-05 00:00:25
0,2026-09-02 05:30:00,2.0,52.0,[Logs] Missed LTS Scan,2026-09-05 00:00:25
0,2026-09-02 10:59:00,2.0,51.0,[Logs] Missed HTS Scan,2026-09-05 00:00:25
0,2026-09-02 17:36:00,2.0,52.0,[Logs] Missed LTS Scan,2026-09-05 00:00:25
0,2026-09-03 00:32:00,1.0,51.0,[Logs] Missed HTS Scan,2026-09-05 00:00:25
0,2026-09-03 06:20:00,1.0,52.0,[Logs] Missed LTS Scan,2026-09-05 00:00:25
0,2026-09-03 11:26:00,1.0,51.0,[Logs] Missed HTS Scan,2026-09-05 00:00:25
0,2026-09-03 18:23:00,1.0,52.0,[Logs] Missed LTS Scan,2026-09-05 00:00:25
0,2026-09-04 01:46:00,0.0,51.0,[Logs] Missed HTS Scan,2026-09-05 00:00:25
0,2026-09-04 07:27:00,0.0,52.0,[Logs] Missed LTS Scan,2026-09-05 00:00:25
0,2026-09-04 11:59:00,0.0,51.0,[Logs] Missed HTS Scan,2026-09-05 00:00:25
0,2026-09-04 19:23:00,0.0,52.0,[Logs] Missed LTS Scan,2026-09-05 00:00:25
